-4.607664	14.009117	-11.249326	16.543064
-4.418077	14.021935	-11.248444	16.585581
-4.213062	14.039684	-11.255944	16.623411
-4.020665	14.052243	-11.262296	16.664152
-3.817723	14.061195	-11.271605	16.704334
-3.603726	14.072319	-11.285246	16.756916
-3.37991	14.074418	-11.303368	16.806942
-3.15843	14.066079	-11.332344	16.855173
-2.927452	14.048925	-11.363013	16.899605
-2.693714	14.022533	-11.397321	16.948254
-2.457035	13.981092	-11.441723	16.991718
-2.218226	13.934428	-11.507057	17.052212
-1.976687	13.877748	-11.588274	17.104019
-1.733772	13.800625	-11.677008	17.141792
-1.485513	13.717574	-11.778961	17.194815
-1.236894	13.620129	-11.886347	17.242537
-0.988091	13.501209	-12.00377	17.279844
-0.743013	13.367565	-12.138155	17.33441
-0.495321	13.21209	-12.253656	17.372519
-0.248672	13.033182	-12.392962	17.388231
-0.005917	12.839208	-12.531091	17.396486
0.242174	12.626621	-12.666898	17.402929
0.489576	12.393561	-12.79357	17.387402
0.730921	12.135664	-12.908881	17.352716
0.971786	11.865336	-13.025753	17.308485
1.210667	11.580189	-13.138362	17.244677
1.44443	11.269185	-13.240344	17.181501
1.671169	10.942183	-13.34048	17.096289
1.889228	10.597029	-13.436934	17.015152
2.100429	10.230263	-13.536182	16.924944
2.30584	9.837749	-13.626639	16.835985
2.507095	9.431586	-13.708304	16.747059
2.701158	9.007063	-13.773782	16.647715
2.889578	8.562336	-13.82841	16.541779
3.071241	8.099682	-13.873749	16.436573
3.245133	7.622797	-13.904141	16.320789
3.413242	7.127971	-13.922446	16.193325
3.575537	6.621777	-13.92826	16.065233
3.732055	6.104127	-13.917033	15.945007
3.878433	5.574924	-13.888583	15.821443
4.016419	5.040513	-13.838741	15.706435
4.145448	4.496269	-13.775981	15.600956
4.268651	3.949476	-13.706682	15.493168
4.386352	3.399584	-13.640582	15.38511
4.492515	2.84489	-13.568711	15.263215
4.592538	2.291071	-13.502928	15.129733
4.685821	1.739016	-13.43992	14.991688
4.771143	1.192881	-13.384187	14.864765
4.849209	0.656326	-13.329911	14.764514
4.919847	0.128853	-13.286702	14.692758
4.986055	-0.417101	-13.241697	14.643148
5.046266	-0.883121	-13.208501	14.604375
5.098704	-1.365628	-13.18424	14.577099
5.147923	-1.829499	-13.159976	14.545294
5.195222	-2.274379	-13.155926	14.521904
5.236384	-2.695624	-13.150767	14.497765
5.277565	-3.096545	-13.142394	14.477849
5.311947	-3.476231	-13.137774	14.457789
5.343806	-3.828308	-13.132986	14.433848
5.370218	-4.159909	-13.126217	14.40713
5.390601	-4.470068	-13.122046	14.370527
5.399342	-4.75882	-13.119022	14.324453
5.400651	-5.02913	-13.113797	14.265246
5.389819	-5.283171	-13.10505	14.189902
5.365761	-5.521063	-13.093671	14.092442
5.330982	-5.739705	-13.088712	13.974154
5.276256	-5.939214	-13.089602	13.832438
5.20104	-6.121937	-13.091735	13.666642
5.109398	-6.289003	-13.09145	13.475862
5.002891	-6.44217	-13.081708	13.256271
4.878903	-6.580652	-13.066183	13.016315
4.739353	-6.705164	-13.050145	12.755237
4.582206	-6.811584	-13.031347	12.46929
4.408308	-6.904649	-13.008579	12.155684
4.220864	-6.977411	-12.988533	11.83112
4.017676	-7.036728	-12.969836	11.468924
3.803745	-7.080671	-12.952128	11.121319
3.574988	-7.113471	-12.933228	10.736511
3.330091	-7.130986	-12.905713	10.332124
3.069256	-7.130672	-12.865632	9.914409
2.791632	-7.115572	-12.806445	9.476298
